partnerships_and_deregulation_the_|partnerships and deregulation the|partnerships and deregulation the
partnership_led_by_a_|partnership led by a|partnership led by a
partnership_that's_what_we_|partnership that's what we|partnership that's what we
partnership_with_the_hospitals_|partnership with the hospitals|partnership with the hospitals
partnership_with_the_private_|partnership with the private|partnership with the private
partners_are_really_incredible_|partners are really incredible|partners are really incredible
partners_robert_smith_fidelity_|partners robert smith fidelity|partners robert smith fidelity
partners_united_kingdom_and_|partners united kingdom and|partners united kingdom and
partners_what_we_do_|partners what we do|partners what we do
partner_nations_u_s_|partner nations u s|partner nations u s
parts_i_just_spoke_|parts i just spoke|parts i just spoke
parts_let's_have_a_|parts let's have a|parts let's have a
parts_of_our_country_|parts of our country|parts of our country
party's_happy_but_they're_|party's happy but they're|party's happy but they're
part_and_the_weakest_|part and the weakest|part and the weakest
part_and_we_have_|part and we have|part and we have
part_from_that_country_|part from that country|part from that country
part_is_it's_been_|part is it's been|part is it's been
part_of_the_package_|part of the package|part of the package
part_of_the_pack_|part of the pack|part of the pack
part_we_can_use_|part we can use|part we can use
part_we_didn't_have_|part we didn't have|part we didn't have
passed_in_congress_and_|passed in congress and|passed in congress and
passed_the_peak_in_|passed the peak in|passed the peak in
passed_the_peak_on_|passed the peak on|passed the peak on
pass_10_million_tests_|pass 10 million tests|pass 10 million tests
pass_additional_funding_to_|pass additional funding to|pass additional funding to
pass_the_senate_bill_|pass the senate bill|pass the senate bill
past_administrations_we_signed_|past administrations we signed|past administrations we signed
past_its_peak_these_|past its peak these|past its peak these
past_the_steel_gates_|past the steel gates|past the steel gates
past_two_months_the_|past two months the|past two months the
patients_and_one_of_|patients and one of|patients and one of
patients_and_reduce_the_|patients and reduce the|patients and reduce the
patients_and_this_week_|patients and this week|patients and this week
patients_and_we_have_|patients and we have|patients and we have
patients_of_the_virus_|patients of the virus|patients of the virus
patients_that_we_have_|patients that we have|patients that we have
patients_the_first_one_|patients the first one|patients the first one
patients_using_it_has_|patients using it has|patients using it has
patients_very_very_very_|patients very very very|patients very very very
patient_can_take_home_|patient can take home|patient can take home
patient_credited_his_medical_|patient credited his medical|patient credited his medical
patriotic_american_heart_beats_|patriotic american heart beats|patriotic american heart beats
patriotic_duty_of_every_|patriotic duty of every|patriotic duty of every
patriotism_and_reminding_all_|patriotism and reminding all|patriotism and reminding all
patrol_officers_and_i_|patrol officers and i|patrol officers and i
paul_singer_vista_equity_|paul singer vista equity|paul singer vista equity
pausing_immigration_will_help_|pausing immigration will help|pausing immigration will help
paycheck_protection_program_giving_|paycheck protection program giving|paycheck protection program giving
paycheck_protection_program_hospitals_|paycheck protection program hospitals|paycheck protection program hospitals
paycheck_protection_program_immediately_|paycheck protection program immediately|paycheck protection program immediately
paycheck_protection_program_to_|paycheck protection program to|paycheck protection program to
paycheck_protection_program_you've_|paycheck protection program you've|paycheck protection program you've
paying_40_billion_dollars_|paying 40 billion dollars|paying 40 billion dollars
paying_almost_zero_interest_|paying almost zero interest|paying almost zero interest
paying_a_lot_of_|paying a lot of|paying a lot of
paying_into_the_system_|paying into the system|paying into the system
paying_their_employees_and_|paying their employees and|paying their employees and
paying_their_workers_in_|paying their workers in|paying their workers in
paying_which_is_approximately_|paying which is approximately|paying which is approximately
paying_workers_i_mean_|paying workers i mean|paying workers i mean
payroll_and_other_expenses_|payroll and other expenses|payroll and other expenses
payroll_meaning_it'll_keep_|payroll meaning it'll keep|payroll meaning it'll keep
pays_coinsurance_and_deductibles_|pays coinsurance and deductibles|pays coinsurance and deductibles
pays_for_them_to_|pays for them to|pays for them to
pays_too_easily_but_|pays too easily but|pays too easily but
peaceful_protestors_to_be_|peaceful protestors to be|peaceful protestors to be
penalties_and_lengthy_sentences_|penalties and lengthy sentences|penalties and lengthy sentences
pending_a_review_of_|pending a review of|pending a review of
people_about_it_i_|people about it i|people about it i
people_and_added_pointedly_|people and added pointedly|people and added pointedly
people_and_i_think_|people and i think|people and i think
people_and_i_wasn't_|people and i wasn't|people and i wasn't
people_and_now_we've_|people and now we've|people and now we've
people_and_we've_gained_|people and we've gained|people and we've gained
people_are_amazing_the_|people are amazing the|people are amazing the
people_are_doing_a_|people are doing a|people are doing a
people_are_doing_very_|people are doing very|people are doing very
people_are_just_incredible_|people are just incredible|people are just incredible
people_are_making_donations_|people are making donations|people are making donations
people_are_really_tremendous_|people are really tremendous|people are really tremendous
people_are_recommending_strongly_|people are recommending strongly|people are recommending strongly
people_are_very_impressed_|people are very impressed|people are very impressed
people_are_working_in_|people are working in|people are working in
people_back_to_work_|people back to work|people back to work
people_believe_in_it_|people believe in it|people believe in it
people_building_hospitals_we're_|people building hospitals we're|people building hospitals we're
people_but_also_mental_|people but also mental|people but also mental
people_but_delivering_materiel_|people but delivering materiel|people but delivering materiel
people_but_more_importantly_|people but more importantly|people but more importantly
people_but_that's_way_|people but that's way|people but that's way
people_can_go_and_|people can go and|people can go and
people_can_take_and_|people can take and|people can take and
people_doing_the_witch_|people doing the witch|people doing the witch
people_don't_believe_in_|people don't believe in|people don't believe in
people_don't_know_that_|people don't know that|people don't know that
people_don't_realize_when_|people don't realize when|people don't realize when
people_explained_it_very_|people explained it very|people explained it very
people_feel_good_i_|people feel good i|people feel good i
people_forget_that_years_|people forget that years|people forget that years
people_for_continuing_to_|people for continuing to|people for continuing to
people_for_rising_to_|people for rising to|people for rising to
people_haven't_seen_in_|people haven't seen in|people haven't seen in
people_have_been_just_|people have been just|people have been just
people_have_been_savagely_|people have been savagely|people have been savagely
people_have_done_a_|people have done a|people have done a
people_have_never_seen_|people have never seen|people have never seen
people_have_pulled_together_|people have pulled together|people have pulled together
people_here_to_join_|people here to join|people here to join
people_hoarding_and_attorney_|people hoarding and attorney|people hoarding and attorney
people_including_medical_personnel_|people including medical personnel|people including medical personnel
people_incredible_spirit_i_|people incredible spirit i|people incredible spirit i
people_internally_linked_by_|people internally linked by|people internally linked by
people_in_a_matter_|people in a matter|people in a matter
people_in_our_cdc_|people in our cdc|people in our cdc
people_in_the_new_|people in the new|people in the new
people_in_the_senate_|people in the senate|people in the senate
people_in_the_united_|people in the united|people in the united
people_is_our_single_|people is our single|people is our single
people_it's_reported_it's_|people it's reported it's|people it's reported it's
people_i_swore_an_|people i swore an|people i swore an
people_knew_that_before_|people knew that before|people knew that before
people_like_todd_semih_|people like todd semih|people like todd semih
people_many_lives_over_|people many lives over|people many lives over
people_may_want_to_|people may want to|people may want to
people_millions_of_americans_|people millions of americans|people millions of americans
people_of_hong_kong_-2|people of hong kong|people of hong kong
people_of_hong_kong_|people of hong kong|people of hong kong
people_of_new_york_|people of new york|people of new york
people_of_our_country_|people of our country|people of our country
people_of_the_world_|people of the world|people of the world
people_of_this_country_|people of this country|people of this country
people_on_the_phone_|people on the phone|people on the phone
people_outside_sitting_at_|people outside sitting at|people outside sitting at
people_per_capita_in_|people per capita in|people per capita in
people_per_capita_than_|people per capita than|people per capita than
people_said_was_not_|people said was not|people said was not
people_say_one_of_|people say one of|people say one of
people_so_a_lot_|people so a lot|people so a lot
people_so_we'll_be_|people so we'll be|people so we'll be
people_strategic_national_stockpile_|people strategic national stockpile|people strategic national stockpile
people_thanks_also_to_|people thanks also to|people thanks also to
people_than_we_do_|people than we do|people than we do
people_that's_far_more_|people that's far more|people that's far more
people_that_are_still_|people that are still|people that are still
people_that_are_working_-2|people that are working|people that are working
people_that_are_working_|people that are working|people that are working
people_that_had_the_|people that had the|people that had the
people_that_i_just_|people that i just|people that i just
people_that_love_our_|people that love our|people that love our
people_that_thought_of_|people that thought of|people that thought of
people_they_are_fully_|people they are fully|people they are fully
people_the_actual_projection_|people the actual projection|people the actual projection
people_think_and_we'll_|people think and we'll|people think and we'll
people_thought_would_be_|people thought would be|people thought would be
people_to_be_together_|people to be together|people to be together
people_to_come_across_|people to come across|people to come across
people_to_go_about_|people to go about|people to go about
people_to_just_do_|people to just do|people to just do
people_to_work_in_|people to work in|people to work in
people_traveling_right_now_|people traveling right now|people traveling right now
people_waiting_and_they're_|people waiting and they're|people waiting and they're
people_wanting_to_have_|people wanting to have|people wanting to have
people_we're_going_to_|people we're going to|people we're going to
people_what_they're_doing_|people what they're doing|people what they're doing
people_what_we've_accomplished_|people what we've accomplished|people what we've accomplished
people_who_believe_we_|people who believe we|people who believe we
people_who_came_up_|people who came up|people who came up
people_who_have_recovered_|people who have recovered|people who have recovered
people_with_disabilities_and_|people with disabilities and|people with disabilities and
people_working_than_we've_|people working than we've|people working than we've
percent_more_many_governors_|percent more many governors|percent more many governors
percent_of_americans_say_|percent of americans say|percent of americans say
percent_of_these_sites_|percent of these sites|percent of these sites
percent_of_the_us_|percent of the us|percent of the us
percent_on_two_hundred_|percent on two hundred|percent on two hundred
percent_the_lowest_level_|percent the lowest level|percent the lowest level
percent_thirty_states_have_|percent thirty states have|percent thirty states have
performed_1_87_million_|performed 1 87 million|performed 1 87 million
performed_by_hospitals_and_|performed by hospitals and|performed by hospitals and
perhaps_but_we_don't_|perhaps but we don't|perhaps but we don't
perhaps_in_new_york_|perhaps in new york|perhaps in new york
perhaps_it's_never_done_|perhaps it's never done|perhaps it's never done
period_in_new_york_|period in new york|period in new york
period_it's_very_important_|period it's very important|period it's very important
period_of_really_a_|period of really a|period of really a
period_of_time_a_-2|period of time a|period of time a
period_of_time_a_|period of time a|period of time a
period_of_time_but_|period of time but|period of time but
period_of_time_they_|period of time they|period of time they
period_of_time_was_|period of time was|period of time was
period_of_time_we_|period of time we|period of time we
period_of_weeks_it's_|period of weeks it's|period of weeks it's
personal_protective_equipment_and_|personal protective equipment and|personal protective equipment and
personal_protective_equipment_manufacturing_|personal protective equipment manufacturing|personal protective equipment manufacturing
personal_protective_equipment_rutgers_|personal protective equipment rutgers|personal protective equipment rutgers
personal_protective_equipment_such_|personal protective equipment such|personal protective equipment such
personal_protective_equipment_to_|personal protective equipment to|personal protective equipment to
personnel_as_of_tuesday_|personnel as of tuesday|personnel as of tuesday
personnel_have_answered_their_|personnel have answered their|personnel have answered their
personnel_have_now_been_|personnel have now been|personnel have now been
person_art_laffer_steve_|person art laffer steve|person art laffer steve
person_came_in_when_|person came in when|person came in when
person_had_died_because_|person had died because|person had died because
person_how_the_media_|person how the media|person how the media
person_passed_away_overnight_|person passed away overnight|person passed away overnight
person_who_needed_a_|person who needed a|person who needed a
perspective_american_healthcare_providers_|perspective american healthcare providers|perspective american healthcare providers
per_100_000_basis_|per 100 000 basis|per 100 000 basis
per_day_i_told_|per day i told|per day i told
per_the_question_yesterday_|per the question yesterday|per the question yesterday
per_year_three_thousand_|per year three thousand|per year three thousand
petroleum_reserves_strategic_you_|petroleum reserves strategic you|petroleum reserves strategic you
pfizer_revealed_today_that_|pfizer revealed today that|pfizer revealed today that
pharmaceutical_company_san_does_|pharmaceutical company san does|pharmaceutical company san does
pharmacies_and_retailers_are_|pharmacies and retailers are|pharmacies and retailers are
pharmacies_as_you_know_|pharmacies as you know|pharmacies as you know
phased_and_deliberate_approach_|phased and deliberate approach|phased and deliberate approach
phase_3_was_terrific_|phase 3 was terrific|phase 3 was terrific
phase_4_if_that_|phase 4 if that|phase 4 if that
phase_one_and_announcing_|phase one and announcing|phase one and announcing
phase_one_was_three_|phase one was three|phase one was three
phase_three_down_the_|phase three down the|phase three down the
phone_and_mike_pence_|phone and mike pence|phone and mike pence
phone_numbers_of_the_|phone numbers of the|phone numbers of the
phone_with_the_secretary_|phone with the secretary|phone with the secretary
physical_suffering_on_many_|physical suffering on many|physical suffering on many
picketing_a_little_bit_|picketing a little bit|picketing a little bit
pieces_of_equipment_and_|pieces of equipment and|pieces of equipment and
piece_was_just_in_|piece was just in|piece was just in
places_it's_being_tested_|places it's being tested|places it's being tested
places_like_new_york_|places like new york|places like new york
places_the_governors_are_|places the governors are|places the governors are
places_you_can_go_|places you can go|places you can go
place_and_let's_have_|place and let's have|place and let's have
place_and_you_know_|place and you know|place and you know
place_at_the_right_|place at the right|place at the right
place_but_they_are_|place but they are|place but they are
place_over_the_years_|place over the years|place over the years
place_resources_from_the_|place resources from the|place resources from the
place_the_problem_is_|place the problem is|place the problem is
place_we're_also_looking_|place we're also looking|place we're also looking
place_wherever_the_monster_|place wherever the monster|place wherever the monster
place_without_going_and_|place without going and|place without going and
plague_and_that's_what_|plague and that's what|plague and that's what
plague_we_also_send_|plague we also send|plague we also send
planes_are_airlifting_supplies_|planes are airlifting supplies|planes are airlifting supplies
planet_other_countries_are_|planet other countries are|planet other countries are
plane_land_this_morning_|plane land this morning|plane land this morning
plane_loads_coming_in_|plane loads coming in|plane loads coming in
planned_moves_to_their_|planned moves to their|planned moves to their
planned_orders_and_allocations_|planned orders and allocations|planned orders and allocations
planning_or_clinical_trial_|planning or clinical trial|planning or clinical trial
planning_stages_they're_getting_|planning stages they're getting|planning stages they're getting
plans_for_an_economic_|plans for an economic|plans for an economic
plans_that_we_did_|plans that we did|plans that we did
plans_to_open_up_|plans to open up|plans to open up
plans_to_reopen_the_|plans to reopen the|plans to reopen the
plans_will_cap_cost_|plans will cap cost|plans will cap cost
plans_will_offer_this_|plans will offer this|plans will offer this
plants_they_make_a_|plants they make a|plants they make a
plan_it's_a_beautiful_|plan it's a beautiful|plan it's a beautiful
plan_the_average_worker_|plan the average worker|plan the average worker
plan_to_safely_and_|plan to safely and|plan to safely and
plate_it_really_did_|plate it really did|plate it really did
plate_well_the_you_|plate well the you|plate well the you
played_an_essential_role_|played an essential role|played an essential role
playing_any_more_partisan_|playing any more partisan|playing any more partisan
play_to_help_them_|play to help them|play to help them
pleased_to_be_joined_|pleased to be joined|pleased to be joined
please_in_between_chairs_|please in between chairs|please in between chairs
please_know_as_long_|please know as long|please know as long
please_know_that_the_|please know that the|please know that the
please_we_have_some_|please we have some|please we have some
please_work_with_us_|please work with us|please work with us
plus_additionals_that_are_|plus additionals that are|plus additionals that are
plus_on_the_southern_|plus on the southern|plus on the southern
plus_they're_going_to_|plus they're going to|plus they're going to
plus_we_ordered_and_|plus we ordered and|plus we ordered and
pocket_costs_for_our_|pocket costs for our|pocket costs for our
point_five_million_surgical_|point five million surgical|point five million surgical
point_five_trillion_dollars_|point five trillion dollars|point five trillion dollars
point_of_care_diagnostic_|point of care diagnostic|point of care diagnostic
point_out_that_the_|point out that the|point out that the
point_six_seven_million_|point six seven million|point six seven million
point_we've_never_had_|point we've never had|point we've never had
point_where_the_professionals_|point where the professionals|point where the professionals
police_officer_i_spoke_|police officer i spoke|police officer i spoke
politically_and_every_other_|politically and every other|politically and every other
politicians_and_everybody_else_|politicians and everybody else|politicians and everybody else
politics_and_i_think_|politics and i think|politics and i think
popular_it's_been_worked_|popular it's been worked|popular it's been worked
population_have_announced_that_|population have announced that|population have announced that
population_on_monday_i_|population on monday i|population on monday i
poring_over_the_virus_|poring over the virus|poring over the virus
portion_of_what_they've_|portion of what they've|portion of what they've
ports_more_powerful_able_|ports more powerful able|ports more powerful able
ports_of_entry_and_|ports of entry and|ports of entry and
ports_of_entry_we're_|ports of entry we're|ports of entry we're
ports_of_entry_when_|ports of entry when|ports of entry when
ports_of_entry_you_|ports of entry you|ports of entry you
port_of_entry_they_|port of entry they|port of entry they
positions_in_such_circumstances_|positions in such circumstances|positions in such circumstances
positions_that_are_unstaffed_|positions that are unstaffed|positions that are unstaffed
position_to_finalize_guidelines_|position to finalize guidelines|position to finalize guidelines
positive_cases_continue_to_|positive cases continue to|positive cases continue to
positive_development_as_the_|positive development as the|positive development as the
positive_jose_diaz_balart_|positive jose diaz balart|positive jose diaz balart
positive_sense_and_we've_|positive sense and we've|positive sense and we've
possible_but_we'll_ensure_|possible but we'll ensure|possible but we'll ensure
possible_for_this_short_|possible for this short|possible for this short
possible_it's_therefore_critical_|possible it's therefore critical|possible it's therefore critical
possible_i_think_we_|possible i think we|possible i think we
possible_so_that_families_|possible so that families|possible so that families
possible_they_won't_need_|possible they won't need|possible they won't need
possible_to_develop_like_|possible to develop like|possible to develop like
possible_to_get_200_|possible to get 200|possible to get 200
possible_to_think_about_|possible to think about|possible to think about
possible_to_use_the_|possible to use the|possible to use the
potentially_a_very_exciting_|potentially a very exciting|potentially a very exciting
potential_exposure_to_the_|potential exposure to the|potential exposure to the
potential_security_risks_i_|potential security risks i|potential security risks i
pouring_in_which_is_|pouring in which is|pouring in which is
powerful_and_they're_loaded_|powerful and they're loaded|powerful and they're loaded
powerful_beautiful_and_you_|powerful beautiful and you|powerful beautiful and you
powerful_but_the_nice_|powerful but the nice|powerful but the nice
powerful_drug_if_you_|powerful drug if you|powerful drug if you
powerful_reopening_plan_of_|powerful reopening plan of|powerful reopening plan of
powerful_weapons_indeed_governors_|powerful weapons indeed governors|powerful weapons indeed governors
power_and_strength_of_|power and strength of|power and strength of
power_at_my_disposal_|power at my disposal|power at my disposal
power_conocophillips_occidental_petroleum_|power conocophillips occidental petroleum|power conocophillips occidental petroleum
power_of_americans_super_|power of americans super|power of americans super
power_of_our_military_|power of our military|power of our military
power_of_the_federal_|power of the federal|power of the federal
power_to_save_countless_|power to save countless|power to save countless
practically_out_of_business_|practically out of business|practically out of business
practice_of_leaving_town_|practice of leaving town|practice of leaving town
praying_for_his_recovery_|praying for his recovery|praying for his recovery
preceded_me_and_they_|preceded me and they|preceded me and they
precious_loved_one_new_|precious loved one new|precious loved one new
precise_we_are_going_|precise we are going|precise we are going
prepared_to_provide_millions_|prepared to provide millions|prepared to provide millions
preparing_to_use_the_|preparing to use the|preparing to use the
prescribe_use_and_i_|prescribe use and i|prescribe use and i
presidential_action_to_stop_|presidential action to stop|presidential action to stop
president_ceo_of_jpmorgan_|president ceo of jpmorgan|president ceo of jpmorgan
president_doing_he_should_|president doing he should|president doing he should
president_holds_up_a_|president holds up a|president holds up a
president_mike_pence_and_|president mike pence and|president mike pence and
president_mike_pence_asked_|president mike pence asked|president mike pence asked
president_of_law_and_|president of law and|president of law and
president_of_nascar_michael_|president of nascar michael|president of nascar michael
president_tested_negative_for_|president tested negative for|president tested negative for
president_was_right_to_|president was right to|president was right to
president_you_look_tired_|president you look tired|president you look tired
pressure_it's_a_big_|pressure it's a big|pressure it's a big
pressure_it's_pretty_amazing_|pressure it's pretty amazing|pressure it's pretty amazing
pressure_they've_come_up_|pressure they've come up|pressure they've come up
press_but_so_then_|press but so then|press but so then
press_doesn't_cover_it_|press doesn't cover it|press doesn't cover it
pretty_late_joe_biden_|pretty late joe biden|pretty late joe biden
pretty_simple_but_they_|pretty simple but they|pretty simple but they
pretty_sophisticated_masks_and_|pretty sophisticated masks and|pretty sophisticated masks and
pretty_strict_things_we'll_|pretty strict things we'll|pretty strict things we'll
pretty_sure_we're_at_|pretty sure we're at|pretty sure we're at
preventative_care_so_we'll_|preventative care so we'll|preventative care so we'll
prevention_of_the_virus_|prevention of the virus|prevention of the virus
prevent_americans_from_dying_|prevent americans from dying|prevent americans from dying
previously_infected_with_the_|previously infected with the|previously infected with the
pre_existing_conditions_and_-2|pre existing conditions and|pre existing conditions and
pre_existing_conditions_and_|pre existing conditions and|pre existing conditions and
price_gouging_and_a_|price gouging and a|price gouging and a
price_gouging_of_crucial_|price gouging of crucial|price gouging of crucial
price_hikes_no_big_|price hikes no big|price hikes no big
price_that_they_can_|price that they can|price that they can
price_that_we_want_|price that we want|price that we want
price_transparency_it's_a_|price transparency it's a|price transparency it's a
pride_going_on_right_|pride going on right|pride going on right
primarily_for_response_workers_|primarily for response workers|primarily for response workers
prime_minister_has_been_|prime minister has been|prime minister has been
prime_minister_of_india_|prime minister of india|prime minister of india
prime_minister_what_sort_|prime minister what sort|prime minister what sort
priority_so_they_understand_|priority so they understand|priority so they understand
prior_to_the_call_|prior to the call|prior to the call
private_sector_as_we_|private sector as we|private sector as we
private_sector_we've_reached_|private sector we've reached|private sector we've reached
probably_again_but_that's_|probably again but that's|probably again but that's
probably_all_of_it_|probably all of it|probably all of it
probably_better_news_and_|probably better news and|probably better news and
probably_go_back_to_|probably go back to|probably go back to
probably_have_heard_and_|probably have heard and|probably have heard and
probably_read_about_the_|probably read about the|probably read about the
probably_referring_to_san_|probably referring to san|probably referring to san
probably_six_other_locations_|probably six other locations|probably six other locations
probably_the_toughest_week_|probably the toughest week|probably the toughest week
probably_tomorrow_but_they're_|probably tomorrow but they're|probably tomorrow but they're
probably_use_those_terms_|probably use those terms|probably use those terms
probably_watching_and_she's_|probably watching and she's|probably watching and she's
probably_will_be_recommending_|probably will be recommending|probably will be recommending
probably_will_be_using_|probably will be using|probably will be using
problems_and_other_countries_|problems and other countries|problems and other countries
problems_if_you_don't_|problems if you don't|problems if you don't
problems_something_we_did_|problems something we did|problems something we did
problems_some_have_done_|problems some have done|problems some have done
problem_and_it_would_|problem and it would|problem and it would
problem_forty_thousand_ventilators_|problem forty thousand ventilators|problem forty thousand ventilators
problem_for_them_i_|problem for them i|problem for them i
problem_itself_we're_not_|problem itself we're not|problem itself we're not
problem_started_out_as_|problem started out as|problem started out as
problem_they_should_be_|problem they should be|problem they should be
problem_this_will_save_|problem this will save|problem this will save
problem_with_obamacare_that_|problem with obamacare that|problem with obamacare that
processed_as_many_loans_|processed as many loans|processed as many loans
processed_through_page_protection_|processed through page protection|processed through page protection
processing_a_complicated_process_|processing a complicated process|processing a complicated process
process_and_it's_going_|process and it's going|process and it's going
process_and_you'll_be_|process and you'll be|process and you'll be
process_of_winning_it_|process of winning it|process of winning it
process_our_discussions_will_|process our discussions will|process our discussions will
process_so_it_takes_|process so it takes|process so it takes
process_we_want_to_|process we want to|process we want to
proclamation_declaring_the_month_|proclamation declaring the month|proclamation declaring the month
produced_elsewhere_so_we're_|produced elsewhere so we're|produced elsewhere so we're
produced_sand_produced_rapidly_|produced sand produced rapidly|produced sand produced rapidly
produces_in_a_very_|produces in a very|produces in a very
produce_a_store_surplus_|produce a store surplus|produce a store surplus
produce_in_rhode_island_|produce in rhode island|produce in rhode island
produce_it_again_very_|produce it again very|produce it again very
produce_over_10_million_|produce over 10 million|produce over 10 million
produce_ventilators_for_patients_|produce ventilators for patients|produce ventilators for patients
production_act_manufacturers_and_|production act manufacturers and|production act manufacturers and
production_act_to_prohibit_|production act to prohibit|production act to prohibit
production_act_very_powerfully_|production act very powerfully|production act very powerfully
production_act_was_used_|production act was used|production act was used
production_act_we'll_be_|production act we'll be|production act we'll be
production_act_you_could_|production act you could|production act you could
production_of_ventilators_may_|production of ventilators may|production of ventilators may
production_of_ventilators_we're_|production of ventilators we're|production of ventilators we're
production_of_ventilators_we_|production of ventilators we|production of ventilators we
productive_feedback_on_how_|productive feedback on how|productive feedback on how
productive_ventilators_or_high_|productive ventilators or high|productive ventilators or high
products_are_here_with_|products are here with|products are here with
product_forty_to_fifty_|product forty to fifty|product forty to fifty
product_in_the_united_|product in the united|product in the united
product_that_it_should_|product that it should|product that it should
professionally_i_also_want_|professionally i also want|professionally i also want
professionals_across_government_dr_|professionals across government dr|professionals across government dr
professionals_have_ever_committed_|professionals have ever committed|professionals have ever committed
professionals_it_would_free_|professionals it would free|professionals it would free
professionals_tell_us_and_|professionals tell us and|professionals tell us and
professional_people_so_if_|professional people so if|professional people so if
profession_because_it's_a_|profession because it's a|profession because it's a
profession_it's_incredible_what_|profession it's incredible what|profession it's incredible what
profoundly_grateful_for_their_|profoundly grateful for their|profoundly grateful for their
profound_patriotism_of_the_|profound patriotism of the|profound patriotism of the
program_19_therapies_and_|program 19 therapies and|program 19 therapies and
program_as_kevin_said_|program as kevin said|program as kevin said
program_a_total_lifesaver_|program a total lifesaver|program a total lifesaver
program_has_been_incredible_|program has been incredible|program has been incredible
program_i'm_announcing_that_|program i'm announcing that|program i'm announcing that
program_incredible_well_that's_|program incredible well that's|program incredible well that's
program_is_slashing_red_|program is slashing red|program is slashing red
program_so_we_went_|program so we went|program so we went
program_that_you're_familiar_|program that you're familiar|program that you're familiar
program_to_make_it_|program to make it|program to make it
program_which_is_allowing_|program which is allowing|program which is allowing
progress_as_we_honor_|progress as we honor|progress as we honor
progress_has_been_made_|progress has been made|progress has been made
progress_in_our_war_|progress in our war|progress in our war
progress_is_being_made_|progress is being made|progress is being made
progress_that_the_fda_|progress that the fda|progress that the fda
projections_are_two_million_|projections are two million|projections are two million
projections_were_right_but_|projections were right but|projections were right but
projections_were_right_on_|projections were right on|projections were right on
project_airbridge_we've_completed_|project airbridge we've completed|project airbridge we've completed
promise_based_on_the_|promise based on the|promise based on the
promise_we_will_do_|promise we will do|promise we will do
promising_new_treatment_that_|promising new treatment that|promising new treatment that
promising_results_in_other_|promising results in other|promising results in other
promising_therapies_are_now_|promising therapies are now|promising therapies are now
prom_so_we're_going_|prom so we're going|prom so we're going
properly_we're_negotiating_very_|properly we're negotiating very|properly we're negotiating very
property_and_violated_their_|property and violated their|property and violated their
property_of_their_residents_|property of their residents|property of their residents
property_we_are_putting_|property we are putting|property we are putting
proper_intentions_but_they_|proper intentions but they|proper intentions but they
proportionally_the_winter_that_|proportionally the winter that|proportionally the winter that
proposals_regarding_the_airlines_|proposals regarding the airlines|proposals regarding the airlines
proposed_a_two_trillion_|proposed a two trillion|proposed a two trillion
prosperity_for_the_american_|prosperity for the american|prosperity for the american
prosperous_as_a_free_|prosperous as a free|prosperous as a free
protecting_america's_scientific_and_|protecting america's scientific and|protecting america's scientific and
protecting_american_investors_investment_|protecting american investors investment|protecting american investors investment
protection_program_and_health_|protection program and health|protection program and health
protection_program_that's_great_|protection program that's great|protection program that's great
protection_program_which_was_|protection program which was|protection program which was
protection_program_you've_seen_|protection program you've seen|protection program you've seen
protective_equipment_as_you_|protective equipment as you|protective equipment as you
protective_equipment_for_frontline_|protective equipment for frontline|protective equipment for frontline
protective_equipment_including_masks_|protective equipment including masks|protective equipment including masks
protective_equipment_they_need_|protective equipment they need|protective equipment they need
protective_equipment_we_have_|protective equipment we have|protective equipment we have
protective_gear_and_masks_|protective gear and masks|protective gear and masks
protective_of_our_veterans_|protective of our veterans|protective of our veterans
protective_of_them_this_|protective of them this|protective of them this
protect_all_citizens_of_|protect all citizens of|protect all citizens of
protect_and_feed_american_|protect and feed american|protect and feed american
protect_our_great_capital_|protect our great capital|protect our great capital
protect_our_seniors_and_|protect our seniors and|protect our seniors and
protect_senior_citizens_and_|protect senior citizens and|protect senior citizens and
protect_taxpayers_our_airlines_|protect taxpayers our airlines|protect taxpayers our airlines
protect_the_health_and_|protect the health and|protect the health and
protests_these_are_acts_|protests these are acts|protests these are acts
proud_history_america's_never_|proud history america's never|proud history america's never
proud_of_everybody_out_|proud of everybody out|proud of everybody out
proud_of_them_they_|proud of them they|proud of them they
proud_of_the_amazing_|proud of the amazing|proud of the amazing
proud_of_the_job_|proud of the job|proud of the job
proud_our_country_is_|proud our country is|proud our country is
proud_status_this_is_|proud status this is|proud status this is
proud_to_sign_it_|proud to sign it|proud to sign it
proven_correct_if_i'm_|proven correct if i'm|proven correct if i'm
prove_that_we_can_|prove that we can|prove that we can
provided_a_hundred_travel_|provided a hundred travel|provided a hundred travel
provided_nearly_1_billion_|provided nearly 1 billion|provided nearly 1 billion
providers_all_across_the_|providers all across the|providers all across the
providers_treating_uninsured_corona_|providers treating uninsured corona|providers treating uninsured corona
providers_who_are_doing_|providers who are doing|providers who are doing
provides_a_mechanism_for_|provides a mechanism for|provides a mechanism for
provide_additional_support_for_|provide additional support for|provide additional support for
provide_relief_to_our_|provide relief to our|provide relief to our
provide_the_collection_supplies_|provide the collection supplies|provide the collection supplies
provide_timely_and_precise_|provide timely and precise|provide timely and precise
provide_unlimited_support_i_|provide unlimited support i|provide unlimited support i
provide_us_with_daily_|provide us with daily|provide us with daily
provide_you_with_an_|provide you with an|provide you with an
providing_about_8_1_|providing about 8 1|providing about 8 1
providing_potentially_life_saving_|providing potentially life saving|providing potentially life saving
